person_id,message_id,message_content,age,gender,race,education,sexual_orientation,party,ideology,income,religion,marital_status,residential_area,turnout_score,response_timestamp,vote_choice
5287,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",92.0,Female,Hispanic,Prefer not to say,Heterosexual,Other,Liberal,"$100,000-$149,999",Nothing in particular,Married,Suburban,55,2024-10-23 13:55:18,Trump
5288,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",91.0,Female,Asian,Some college,Heterosexual,Lean Republican,Conservative,"Under $25,000",Atheist,"Single, never married",Urban,13,2024-10-22 09:42:01,Trump
5289,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",21.0,Female,Prefer not to say,Some college,Heterosexual,Lean Democrat,Moderate,Prefer not to say,Catholic,"Single, never married",Prefer not to say,20,2024-10-24 18:42:54,Harris
5290,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",29.0,Prefer not to say,Other,Some college,Heterosexual,Strong Republican,Slightly conservative,"Under $25,000",Catholic,Married,Suburban,89,2024-10-24 00:56:21,Harris
5291,0,CONTROL - No message shown,49.0,Non-binary,Black,Some college,Heterosexual,Other,Slightly liberal,"$25,000-$49,999",Nothing in particular,"Single, never married",Rural,76,2024-10-23 16:35:28,Harris
5292,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",59.0,Female,White,Bachelor's degree,Heterosexual,Moderate Republican,Moderate,"$50,000-$74,999",Prefer not to say,Married,Rural,33,2024-10-24 01:33:04,Trump
5293,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",36.0,Male,Hispanic,Bachelor's degree,Heterosexual,Moderate Republican,Conservative,"Under $25,000",Nothing in particular,Married,Suburban,72,2024-10-23 21:00:25,Undecided
5294,0,CONTROL - No message shown,80.0,Female,Asian,High school graduate,Heterosexual,Strong Republican,Slightly conservative,"$150,000 or more",Catholic,Married,Urban,77,2024-10-23 04:47:03,Trump
5295,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",34.0,Female,White,Prefer not to say,Heterosexual,Lean Democrat,Slightly liberal,"$150,000 or more",Protestant,Married,Suburban,63,2024-10-23 00:23:01,Harris
5296,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",70.0,Prefer not to say,White,Bachelor's degree,Heterosexual,Other,Prefer not to say,Prefer not to say,Nothing in particular,Divorced,Urban,59,2024-10-23 17:05:50,Trump
5297,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",93.0,Female,Hispanic,Bachelor's degree,Heterosexual,Moderate Democrat,Liberal,"$75,000-$99,999",Catholic,Divorced,Rural,2,2024-10-24 16:24:17,Trump
5298,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",22.0,Female,White,High school graduate,Heterosexual,Lean Republican,Conservative,"Under $25,000",Protestant,Living with partner,Suburban,2,2024-10-23 22:21:19,Trump
5299,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",54.0,Female,White,High school graduate,Heterosexual,Strong Democrat,Very liberal,"$25,000-$49,999",Protestant,Married,Prefer not to say,73,2024-10-23 04:06:26,Harris
5300,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",25.0,Female,White,High school graduate,Heterosexual,Strong Democrat,Liberal,"$100,000-$149,999",Protestant,Living with partner,Rural,58,2024-10-24 09:10:05,Trump
5301,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",27.0,Male,Hispanic,Associate's degree,Heterosexual,Strong Democrat,Very liberal,"Under $25,000",Atheist,Married,Prefer not to say,58,2024-10-23 05:05:59,Harris
5302,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",57.0,Female,Black,High school graduate,Heterosexual,Lean Democrat,Conservative,Prefer not to say,Catholic,Married,Rural,56,2024-10-23 18:50:58,Trump
5303,0,CONTROL - No message shown,58.0,Female,White,Graduate degree,Heterosexual,Strong Democrat,Moderate,"$50,000-$74,999",Agnostic,Married,Urban,59,2024-10-23 18:45:52,Trump
5304,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",34.0,Male,White,Bachelor's degree,Heterosexual,Lean Republican,Conservative,"$25,000-$49,999",Nothing in particular,"Single, never married",Suburban,95,2024-10-24 07:19:49,Harris
5305,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",64.0,Male,White,Bachelor's degree,Heterosexual,Prefer not to say,Liberal,"$25,000-$49,999",Nothing in particular,Separated,Suburban,5,2024-10-22 14:51:26,Harris
5306,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",63.0,Female,Hispanic,Associate's degree,Heterosexual,Moderate Republican,Conservative,"$50,000-$74,999",Protestant,Married,Suburban,43,2024-10-22 05:39:04,Trump
5307,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",75.0,Male,Black,High school graduate,Heterosexual,Prefer not to say,Slightly conservative,"$25,000-$49,999",Agnostic,Married,Suburban,58,2024-10-23 02:52:54,Harris
5308,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",58.0,Female,White,Some college,Gay or Lesbian,Independent,Slightly conservative,"$25,000-$49,999",Nothing in particular,Widowed,Rural,34,2024-10-23 09:04:17,Trump
5309,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",67.0,Male,White,Some college,Heterosexual,Moderate Republican,Conservative,"$50,000-$74,999",Nothing in particular,"Single, never married",Rural,47,2024-10-22 21:15:54,Trump
5310,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",73.0,Female,Prefer not to say,Bachelor's degree,Prefer not to say,Lean Republican,Very conservative,"$150,000 or more",Protestant,"Single, never married",Suburban,55,2024-10-23 00:29:01,Trump
5311,0,CONTROL - No message shown,86.0,Male,White,Bachelor's degree,Heterosexual,Strong Democrat,Moderate,"$25,000-$49,999",Nothing in particular,Divorced,Suburban,51,2024-10-24 18:15:40,Harris
5312,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",84.0,Male,White,Prefer not to say,Heterosexual,Moderate Democrat,Liberal,"$50,000-$74,999",Prefer not to say,"Single, never married",Suburban,89,2024-10-22 18:12:59,Undecided
5313,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",49.0,Female,White,High school graduate,Heterosexual,Moderate Republican,Very conservative,"Under $25,000",Mormon,Married,Rural,9,2024-10-22 00:16:44,Harris
5314,0,CONTROL - No message shown,39.0,Male,White,Less than high school,Heterosexual,Strong Republican,Conservative,Prefer not to say,Protestant,Separated,Prefer not to say,90,2024-10-24 11:16:28,Trump
5315,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",26.0,Female,White,High school graduate,Other,Strong Republican,Conservative,"$100,000-$149,999",Nothing in particular,Married,Urban,92,2024-10-24 00:11:08,Trump
5316,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",39.0,Female,Black,High school graduate,Heterosexual,Moderate Republican,Slightly conservative,"Under $25,000",Atheist,Married,Urban,7,2024-10-23 11:37:33,Trump
5317,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",32.0,Male,Black,Bachelor's degree,Heterosexual,Strong Republican,Conservative,"$100,000-$149,999",Nothing in particular,Married,Suburban,53,2024-10-24 17:32:38,Trump
5318,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",66.0,Female,Asian,Associate's degree,Gay or Lesbian,Strong Democrat,Liberal,"$25,000-$49,999",Hindu,Married,Suburban,47,2024-10-22 17:10:26,Undecided
5319,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",92.0,Female,White,Associate's degree,Heterosexual,Strong Republican,Moderate,"$75,000-$99,999",Atheist,"Single, never married",Suburban,5,2024-10-24 18:23:59,Trump
5320,0,CONTROL - No message shown,44.0,Male,Hispanic,Graduate degree,Heterosexual,Prefer not to say,Slightly liberal,"$100,000-$149,999",Catholic,Living with partner,Suburban,15,2024-10-23 14:51:53,Trump
5321,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",31.0,Female,Prefer not to say,Prefer not to say,Heterosexual,Lean Republican,Prefer not to say,"$100,000-$149,999",Other,"Single, never married",Urban,97,2024-10-22 01:17:19,Trump
5322,0,CONTROL - No message shown,48.0,Prefer not to say,Asian,High school graduate,Heterosexual,Moderate Republican,Slightly conservative,"$25,000-$49,999",Atheist,Widowed,Suburban,40,2024-10-24 19:09:07,Trump
5323,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",56.0,Female,White,Bachelor's degree,Heterosexual,Lean Republican,Very conservative,"$75,000-$99,999",Prefer not to say,Prefer not to say,Urban,53,2024-10-22 14:38:49,Trump
5324,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",33.0,Male,White,Less than high school,Prefer not to say,Lean Republican,Very conservative,"Under $25,000",Nothing in particular,"Single, never married",Suburban,11,2024-10-22 01:53:20,Trump
5325,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",30.0,Female,White,Bachelor's degree,Heterosexual,Strong Republican,Conservative,"$100,000-$149,999",Protestant,"Single, never married",Suburban,58,2024-10-23 12:03:57,Undecided
5326,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",38.0,Male,Hispanic,Prefer not to say,Prefer not to say,Strong Democrat,Liberal,"$50,000-$74,999",Protestant,Married,Suburban,97,2024-10-23 16:01:55,Trump
5327,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",33.0,Female,White,High school graduate,Heterosexual,Strong Democrat,Liberal,"Under $25,000",Atheist,Married,Suburban,1,2024-10-22 15:41:29,Trump
5328,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",39.0,Female,White,Bachelor's degree,Heterosexual,Lean Democrat,Moderate,"$25,000-$49,999",Catholic,Prefer not to say,Suburban,77,2024-10-24 14:40:18,Trump
5329,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",27.0,Male,White,High school graduate,Heterosexual,Strong Democrat,Liberal,Prefer not to say,Atheist,Divorced,Suburban,3,2024-10-23 07:53:14,Trump
5330,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",49.0,Female,White,Bachelor's degree,Heterosexual,Strong Republican,Slightly conservative,"$75,000-$99,999",Catholic,"Single, never married",Urban,99,2024-10-22 15:08:39,Trump
5331,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",44.0,Male,White,Some college,Heterosexual,Lean Democrat,Slightly liberal,"$50,000-$74,999",Atheist,Married,Suburban,78,2024-10-23 05:59:21,Harris
5332,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",66.0,Male,Multiple races,Prefer not to say,Heterosexual,Lean Republican,Very conservative,"$50,000-$74,999",Hindu,"Single, never married",Suburban,64,2024-10-24 04:47:24,Trump
5333,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",48.0,Female,White,Graduate degree,Heterosexual,Strong Democrat,Liberal,"$75,000-$99,999",Catholic,Married,Suburban,68,2024-10-24 08:44:11,Harris
5334,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",44.0,Male,Black,High school graduate,Heterosexual,Lean Republican,Very conservative,"$25,000-$49,999",Catholic,Married,Urban,14,2024-10-22 11:22:12,Trump
5335,0,CONTROL - No message shown,20.0,Male,White,Graduate degree,Heterosexual,Strong Democrat,Liberal,"$50,000-$74,999",Catholic,Married,Suburban,58,2024-10-23 23:31:25,Trump
5336,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",18.0,Female,White,Some college,Heterosexual,Prefer not to say,Liberal,"$25,000-$49,999",Agnostic,Divorced,Suburban,40,2024-10-23 08:32:41,Trump
5337,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",83.0,Male,Hispanic,Prefer not to say,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Protestant,"Single, never married",Suburban,28,2024-10-24 10:24:06,Trump
5338,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",87.0,Male,White,Bachelor's degree,Heterosexual,Moderate Republican,Very conservative,"$25,000-$49,999",Protestant,Married,Urban,63,2024-10-22 03:00:10,Harris
5339,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",35.0,Female,Multiple races,Associate's degree,Heterosexual,Moderate Republican,Conservative,"$25,000-$49,999",Catholic,Married,Prefer not to say,53,2024-10-22 14:11:46,Trump
5340,0,CONTROL - No message shown,53.0,Male,White,Some college,Other,Moderate Republican,Conservative,"$25,000-$49,999",Protestant,Divorced,Rural,67,2024-10-22 05:39:13,Trump
5341,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",86.0,Female,White,Bachelor's degree,Heterosexual,Strong Republican,Slightly conservative,"Under $25,000",Agnostic,Married,Rural,63,2024-10-23 09:26:24,Undecided
5342,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",40.0,Male,White,Graduate degree,Prefer not to say,Lean Republican,Very conservative,"$50,000-$74,999",Agnostic,Married,Rural,54,2024-10-24 07:53:58,Trump
5343,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",33.0,Male,Hispanic,High school graduate,Bisexual,Lean Republican,Slightly conservative,Prefer not to say,Catholic,Married,Rural,49,2024-10-23 13:17:11,Trump
5344,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",,Male,White,High school graduate,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Orthodox Christian,"Single, never married",Urban,75,2024-10-24 22:06:02,Trump
5345,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",22.0,Male,White,Prefer not to say,Heterosexual,Strong Republican,Conservative,"$150,000 or more",Protestant,Married,Suburban,98,2024-10-23 10:12:47,Trump
5346,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",42.0,Male,Prefer not to say,Associate's degree,Heterosexual,Strong Republican,Conservative,"Under $25,000",Catholic,Married,Urban,53,2024-10-24 14:02:07,Trump
5347,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",31.0,Male,Asian,Less than high school,Heterosexual,Other,Moderate,"$75,000-$99,999",Protestant,"Single, never married",Suburban,24,2024-10-22 19:44:03,Trump
5348,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",67.0,Male,White,High school graduate,Heterosexual,Strong Republican,Very conservative,"$75,000-$99,999",Agnostic,Prefer not to say,Suburban,3,2024-10-24 18:21:30,Trump
5349,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",73.0,Female,White,Graduate degree,Heterosexual,Strong Republican,Very conservative,"$75,000-$99,999",Nothing in particular,Married,Rural,93,2024-10-24 18:04:36,Trump
5350,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",57.0,Female,Prefer not to say,High school graduate,Heterosexual,Strong Republican,Liberal,"$75,000-$99,999",Nothing in particular,"Single, never married",Suburban,5,2024-10-22 18:38:44,Harris
5351,0,CONTROL - No message shown,22.0,Male,White,Some college,Heterosexual,Strong Republican,Conservative,"$100,000-$149,999",Protestant,Divorced,Suburban,87,2024-10-23 14:03:27,Trump
5352,0,CONTROL - No message shown,43.0,Male,Prefer not to say,Bachelor's degree,Heterosexual,Moderate Republican,Very conservative,"$75,000-$99,999",Protestant,"Single, never married",Urban,42,2024-10-22 23:04:30,Trump
5353,0,CONTROL - No message shown,61.0,Male,White,Prefer not to say,Heterosexual,Strong Democrat,Slightly liberal,"$50,000-$74,999",Muslim,Prefer not to say,Prefer not to say,16,2024-10-24 16:00:49,Harris
5354,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",33.0,Prefer not to say,Hispanic,Less than high school,Heterosexual,Strong Democrat,Very liberal,Prefer not to say,Nothing in particular,Married,Suburban,6,2024-10-23 16:42:14,Trump
5355,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",67.0,Male,White,Bachelor's degree,Heterosexual,Prefer not to say,Moderate,"$75,000-$99,999",Prefer not to say,Married,Rural,28,2024-10-24 17:41:47,Trump
5356,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",67.0,Male,White,Bachelor's degree,Heterosexual,Moderate Democrat,Very liberal,"$150,000 or more",Catholic,"Single, never married",Suburban,20,2024-10-22 17:16:11,Harris
5357,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",63.0,Female,Black,Bachelor's degree,Heterosexual,Prefer not to say,Conservative,"$25,000-$49,999",Catholic,Married,Suburban,84,2024-10-24 02:49:01,Trump
5358,0,CONTROL - No message shown,48.0,Female,White,High school graduate,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Jewish,Married,Suburban,93,2024-10-24 01:49:47,Trump
5359,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",33.0,Male,Prefer not to say,Some college,Heterosexual,Moderate Democrat,Liberal,"$25,000-$49,999",Jewish,Married,Suburban,21,2024-10-22 14:54:26,Harris
5360,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",31.0,Female,White,Graduate degree,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Catholic,"Single, never married",Suburban,78,2024-10-22 17:23:51,Trump
5361,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",52.0,Female,Asian,Some college,Heterosexual,Moderate Republican,Slightly conservative,"$150,000 or more",Mormon,Married,Suburban,48,2024-10-22 13:16:49,Trump
5362,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",,Female,Black,High school graduate,Heterosexual,Strong Democrat,Slightly liberal,"$75,000-$99,999",Nothing in particular,Prefer not to say,Prefer not to say,72,2024-10-24 22:35:12,Undecided
5363,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",19.0,Male,White,Less than high school,Heterosexual,Lean Republican,Slightly conservative,"$25,000-$49,999",Nothing in particular,Married,Prefer not to say,99,2024-10-23 05:48:18,Trump
5364,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",27.0,Male,White,Bachelor's degree,Heterosexual,Strong Republican,Very conservative,"$50,000-$74,999",Prefer not to say,Prefer not to say,Prefer not to say,18,2024-10-23 22:06:04,Trump
5365,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",18.0,Female,Hispanic,Some college,Heterosexual,Strong Republican,Moderate,"$50,000-$74,999",Protestant,Married,Urban,76,2024-10-22 08:20:09,Trump
5366,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",76.0,Female,White,Less than high school,Heterosexual,Prefer not to say,Slightly conservative,"$25,000-$49,999",Atheist,Married,Urban,43,2024-10-23 16:21:23,Trump
5367,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",28.0,Male,Black,Bachelor's degree,Heterosexual,Lean Democrat,Slightly conservative,"$25,000-$49,999",Nothing in particular,"Single, never married",Suburban,32,2024-10-23 16:13:46,Trump
5368,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",93.0,Female,White,Some college,Bisexual,Strong Democrat,Slightly liberal,"$150,000 or more",Catholic,"Single, never married",Suburban,26,2024-10-22 09:23:27,Trump
5369,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",60.0,Female,Black,Some college,Heterosexual,Lean Democrat,Moderate,Prefer not to say,Nothing in particular,"Single, never married",Suburban,63,2024-10-22 21:41:18,Trump
5370,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",21.0,Female,White,Associate's degree,Heterosexual,Strong Republican,Slightly liberal,"$75,000-$99,999",Protestant,Widowed,Urban,12,2024-10-24 23:16:11,Trump
5371,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",62.0,Female,Hispanic,Graduate degree,Heterosexual,Strong Democrat,Very liberal,"$100,000-$149,999",Protestant,"Single, never married",Suburban,15,2024-10-23 00:28:31,Harris
5372,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",27.0,Male,White,Associate's degree,Heterosexual,Moderate Republican,Moderate,"$75,000-$99,999",Agnostic,Living with partner,Suburban,88,2024-10-22 15:41:39,Trump
5373,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",56.0,Female,Multiple races,High school graduate,Heterosexual,Prefer not to say,Moderate,"Under $25,000",Prefer not to say,Married,Suburban,60,2024-10-24 08:41:39,Trump
5374,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",,Male,White,Graduate degree,Heterosexual,Lean Republican,Moderate,"$25,000-$49,999",Agnostic,Widowed,Urban,90,2024-10-22 04:12:52,Trump
